id,user_id,sku_id,order_id,date_id,create_time,appraise_code,appraise_name,dt
1666642531398762498,15,22,4893,2020-06-10,2020-06-10 11:05:18,1204,自动,2020-06-10
1666642531398762499,186,26,4893,2020-06-10,2020-06-10 11:05:18,1201,好评,2020-06-10
1666642531398762500,42,2,4893,2020-06-10,2020-06-10 11:05:18,1204,自动,2020-06-10
1666642531402956801,16,32,4893,2020-06-10,2020-06-10 11:05:18,1204,自动,2020-06-10
1666642531402956802,50,11,4894,2020-06-10,2020-06-10 11:05:18,1203,差评,2020-06-10
1666642531411345410,80,25,4894,2020-06-10,2020-06-10 11:05:18,1204,自动,2020-06-10
1666642531411345411,33,35,4894,2020-06-10,2020-06-10 11:05:18,1202,中评,2020-06-10
1666642531411345412,179,20,4895,2020-06-10,2020-06-10 11:05:18,1204,自动,2020-06-10
1666643080638676993,395,22,4893,2020-06-11,2020-06-11 11:07:29,1204,自动,2020-06-11
1666643080638676994,177,26,4893,2020-06-11,2020-06-11 11:07:29,1204,自动,2020-06-11
1666643080638676995,235,2,4893,2020-06-11,2020-06-11 11:07:29,1204,自动,2020-06-11
1666643080638676996,243,32,4893,2020-06-11,2020-06-11 11:07:29,1204,自动,2020-06-11
1666643080638676997,171,11,4894,2020-06-11,2020-06-11 11:07:29,1201,好评,2020-06-11
1666643080647065601,67,25,4894,2020-06-11,2020-06-11 11:07:29,1201,好评,2020-06-11
1666643080647065602,108,35,4894,2020-06-11,2020-06-11 11:07:29,1204,自动,2020-06-11
1666643080651259905,393,20,4895,2020-06-11,2020-06-11 11:07:29,1204,自动,2020-06-11
1666643080651259906,15,22,4901,2020-06-11,2020-06-11 11:07:29,1201,好评,2020-06-11
1666643080651259907,136,9,4901,2020-06-11,2020-06-11 11:07:29,1201,好评,2020-06-11
1666643080651259908,257,13,4901,2020-06-11,2020-06-11 11:07:29,1201,好评,2020-06-11
1666643080651259909,17,17,4906,2020-06-11,2020-06-11 11:07:29,1204,自动,2020-06-11
1666643080651259910,300,21,4907,2020-06-11,2020-06-11 11:07:29,1201,好评,2020-06-11
1666643080651259911,370,33,4908,2020-06-11,2020-06-11 11:07:29,1204,自动,2020-06-11
1666643080655454209,171,7,4909,2020-06-11,2020-06-11 11:07:29,1201,好评,2020-06-11
1666643080655454210,88,13,4909,2020-06-11,2020-06-11 11:07:29,1201,好评,2020-06-11
1666643080655454211,374,17,4909,2020-06-11,2020-06-11 11:07:29,1202,中评,2020-06-11
1666643080659648514,250,21,4910,2020-06-11,2020-06-11 11:07:29,1204,自动,2020-06-11
1666643080659648515,203,32,4912,2020-06-11,2020-06-11 11:07:29,1201,好评,2020-06-11
1666643080659648516,234,1,4912,2020-06-11,2020-06-11 11:07:29,1204,自动,2020-06-11
1666643080659648517,252,23,4912,2020-06-11,2020-06-11 11:07:29,1204,自动,2020-06-11
1666643080659648518,151,30,4912,2020-06-11,2020-06-11 11:07:29,1201,好评,2020-06-11
1666643080659648519,171,25,4912,2020-06-11,2020-06-11 11:07:29,1204,自动,2020-06-11
1666643194971205634,133,22,4893,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643194975399938,461,26,4893,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643194975399939,254,2,4893,2020-06-12,2020-06-12 11:07:57,1203,差评,2020-06-12
1666643194975399940,312,32,4893,2020-06-12,2020-06-12 11:07:57,1203,差评,2020-06-12
1666643194975399941,526,22,4901,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643194979594241,581,9,4901,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643194987982850,30,13,4901,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643194987982851,324,21,4907,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643194987982852,372,7,4909,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643194987982853,573,13,4909,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643194987982854,90,17,4909,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643194987982855,251,21,4910,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643194987982856,570,32,4912,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643194987982857,175,1,4912,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643194992177154,541,23,4912,2020-06-12,2020-06-12 11:07:57,1203,差评,2020-06-12
1666643194992177155,472,30,4912,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643194992177156,258,25,4912,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643194992177157,330,9,4914,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643194992177158,17,27,4914,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643194992177159,56,20,4918,2020-06-12,2020-06-12 11:07:57,1202,中评,2020-06-12
1666643194996371458,487,30,4918,2020-06-12,2020-06-12 11:07:57,1202,中评,2020-06-12
1666643194996371459,161,6,4918,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643194996371460,575,1,4919,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643194996371461,197,28,4919,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643194996371462,262,16,4920,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643194996371463,390,26,4920,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643194996371464,62,14,4920,2020-06-12,2020-06-12 11:07:57,1202,中评,2020-06-12
1666643194996371465,470,18,4920,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643194996371466,264,33,4921,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643194996371467,557,26,4925,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643195000565762,365,3,4925,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643195000565763,436,7,4925,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643195000565764,143,29,4928,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643195000565765,235,31,4929,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643195000565766,273,22,4934,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643195000565767,480,34,4934,2020-06-12,2020-06-12 11:07:57,1203,差评,2020-06-12
1666643195000565768,182,5,4936,2020-06-12,2020-06-12 11:07:57,1202,中评,2020-06-12
1666643195000565769,149,33,4937,2020-06-12,2020-06-12 11:07:57,1203,差评,2020-06-12
1666643195000565770,277,12,4937,2020-06-12,2020-06-12 11:07:57,1203,差评,2020-06-12
1666643195000565771,354,21,4938,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643195004760065,16,25,4938,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643195004760066,537,33,4940,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643195004760067,357,25,4940,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643195004760068,67,9,4940,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643195004760069,314,28,4940,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643195004760070,399,20,4940,2020-06-12,2020-06-12 11:07:57,1203,差评,2020-06-12
1666643195004760071,258,27,4943,2020-06-12,2020-06-12 11:07:57,1203,差评,2020-06-12
1666643195004760072,553,6,4943,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643195004760073,567,26,4943,2020-06-12,2020-06-12 11:07:57,1204,自动,2020-06-12
1666643195004760074,507,11,4943,2020-06-12,2020-06-12 11:07:57,1201,好评,2020-06-12
1666643277649330177,280,21,4907,2020-06-13,2020-06-13 11:08:16,1202,中评,2020-06-13
1666643277653524482,527,7,4909,2020-06-13,2020-06-13 11:08:16,1202,中评,2020-06-13
1666643277653524483,453,13,4909,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277653524484,479,17,4909,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277653524485,385,21,4910,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277657718785,701,32,4912,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277661913089,177,1,4912,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277661913090,683,23,4912,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277661913091,252,30,4912,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277661913092,353,25,4912,2020-06-13,2020-06-13 11:08:16,1203,差评,2020-06-13
1666643277661913093,279,9,4914,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277666107393,167,27,4914,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277666107394,492,20,4918,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277666107395,753,30,4918,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277666107396,663,6,4918,2020-06-13,2020-06-13 11:08:16,1202,中评,2020-06-13
1666643277666107397,228,33,4921,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277666107398,251,26,4925,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277670301697,323,3,4925,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277670301698,488,7,4925,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277670301699,409,29,4928,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277670301700,462,31,4929,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277670301701,259,22,4934,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277670301702,29,34,4934,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277670301703,106,33,4937,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277674496001,451,12,4937,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277674496002,415,21,4938,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277674496003,160,25,4938,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277674496004,333,27,4943,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277674496005,135,6,4943,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277674496006,75,26,4943,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277678690306,92,11,4943,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277678690307,564,14,4950,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277678690308,583,10,4950,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277678690309,53,17,4950,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277678690310,160,4,4950,2020-06-13,2020-06-13 11:08:16,1203,差评,2020-06-13
1666643277678690311,217,22,4950,2020-06-13,2020-06-13 11:08:16,1202,中评,2020-06-13
1666643277678690312,217,4,4951,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277678690313,436,5,4955,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277678690314,416,29,4955,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277678690315,551,26,4956,2020-06-13,2020-06-13 11:08:16,1202,中评,2020-06-13
1666643277678690316,36,25,4956,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277682884609,182,22,4957,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277682884610,745,25,4957,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277682884611,103,21,4957,2020-06-13,2020-06-13 11:08:16,1203,差评,2020-06-13
1666643277682884612,337,7,4957,2020-06-13,2020-06-13 11:08:16,1203,差评,2020-06-13
1666643277682884613,595,10,4958,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277682884614,10,11,4958,2020-06-13,2020-06-13 11:08:16,1203,差评,2020-06-13
1666643277682884615,181,32,4959,2020-06-13,2020-06-13 11:08:16,1203,差评,2020-06-13
1666643277687078914,592,23,4959,2020-06-13,2020-06-13 11:08:16,1202,中评,2020-06-13
1666643277687078915,756,24,4959,2020-06-13,2020-06-13 11:08:16,1202,中评,2020-06-13
