id,coupon_id,user_id,date_id,get_time,dt
45698,1,1,2020-06-10,2020-06-10 11:05:18,2020-06-10
45699,1,2,2020-06-10,2020-06-10 11:05:18,2020-06-10
45700,1,3,2020-06-10,2020-06-10 11:05:18,2020-06-10
45701,1,4,2020-06-10,2020-06-10 11:05:18,2020-06-10
45702,1,5,2020-06-10,2020-06-10 11:05:18,2020-06-10
45703,1,6,2020-06-10,2020-06-10 11:05:18,2020-06-10
45704,1,7,2020-06-10,2020-06-10 11:05:18,2020-06-10
45705,1,8,2020-06-10,2020-06-10 11:05:18,2020-06-10
45706,1,9,2020-06-10,2020-06-10 11:05:18,2020-06-10
45707,1,10,2020-06-10,2020-06-10 11:05:18,2020-06-10
45708,1,11,2020-06-10,2020-06-10 11:05:18,2020-06-10
45709,1,12,2020-06-10,2020-06-10 11:05:18,2020-06-10
45710,1,13,2020-06-10,2020-06-10 11:05:18,2020-06-10
45711,1,14,2020-06-10,2020-06-10 11:05:18,2020-06-10
45712,1,15,2020-06-10,2020-06-10 11:05:18,2020-06-10
45713,1,16,2020-06-10,2020-06-10 11:05:18,2020-06-10
45714,1,17,2020-06-10,2020-06-10 11:05:18,2020-06-10
45715,1,18,2020-06-10,2020-06-10 11:05:18,2020-06-10
45716,1,19,2020-06-10,2020-06-10 11:05:18,2020-06-10
45717,1,20,2020-06-10,2020-06-10 11:05:18,2020-06-10
45718,1,21,2020-06-10,2020-06-10 11:05:18,2020-06-10
45719,1,22,2020-06-10,2020-06-10 11:05:18,2020-06-10
45720,1,23,2020-06-10,2020-06-10 11:05:18,2020-06-10
45721,1,24,2020-06-10,2020-06-10 11:05:18,2020-06-10
45722,1,25,2020-06-10,2020-06-10 11:05:18,2020-06-10
45723,1,26,2020-06-10,2020-06-10 11:05:18,2020-06-10
45724,1,27,2020-06-10,2020-06-10 11:05:18,2020-06-10
45725,1,28,2020-06-10,2020-06-10 11:05:18,2020-06-10
45726,1,29,2020-06-10,2020-06-10 11:05:18,2020-06-10
45727,1,30,2020-06-10,2020-06-10 11:05:18,2020-06-10
45728,1,31,2020-06-10,2020-06-10 11:05:18,2020-06-10
45729,1,32,2020-06-10,2020-06-10 11:05:18,2020-06-10
45730,1,33,2020-06-10,2020-06-10 11:05:18,2020-06-10
45731,1,34,2020-06-10,2020-06-10 11:05:18,2020-06-10
45732,1,35,2020-06-10,2020-06-10 11:05:18,2020-06-10
45733,1,36,2020-06-10,2020-06-10 11:05:18,2020-06-10
45734,1,37,2020-06-10,2020-06-10 11:05:18,2020-06-10
45735,1,38,2020-06-10,2020-06-10 11:05:18,2020-06-10
45736,1,39,2020-06-10,2020-06-10 11:05:18,2020-06-10
45737,1,40,2020-06-10,2020-06-10 11:05:18,2020-06-10
45738,1,41,2020-06-10,2020-06-10 11:05:18,2020-06-10
45739,1,42,2020-06-10,2020-06-10 11:05:18,2020-06-10
45740,1,43,2020-06-10,2020-06-10 11:05:18,2020-06-10
45741,1,44,2020-06-10,2020-06-10 11:05:18,2020-06-10
45742,1,45,2020-06-10,2020-06-10 11:05:18,2020-06-10
45743,1,46,2020-06-10,2020-06-10 11:05:18,2020-06-10
45744,1,47,2020-06-10,2020-06-10 11:05:18,2020-06-10
45745,1,48,2020-06-10,2020-06-10 11:05:18,2020-06-10
45746,1,49,2020-06-10,2020-06-10 11:05:18,2020-06-10
45747,1,50,2020-06-10,2020-06-10 11:05:18,2020-06-10
45748,1,51,2020-06-10,2020-06-10 11:05:18,2020-06-10
45749,1,52,2020-06-10,2020-06-10 11:05:18,2020-06-10
45750,1,53,2020-06-10,2020-06-10 11:05:18,2020-06-10
45751,1,54,2020-06-10,2020-06-10 11:05:18,2020-06-10
45752,1,55,2020-06-10,2020-06-10 11:05:18,2020-06-10
45753,1,56,2020-06-10,2020-06-10 11:05:18,2020-06-10
45754,1,57,2020-06-10,2020-06-10 11:05:18,2020-06-10
45755,1,58,2020-06-10,2020-06-10 11:05:18,2020-06-10
45756,1,59,2020-06-10,2020-06-10 11:05:18,2020-06-10
45757,1,60,2020-06-10,2020-06-10 11:05:18,2020-06-10
45758,1,61,2020-06-10,2020-06-10 11:05:18,2020-06-10
45759,1,62,2020-06-10,2020-06-10 11:05:18,2020-06-10
45760,1,63,2020-06-10,2020-06-10 11:05:18,2020-06-10
45761,1,64,2020-06-10,2020-06-10 11:05:18,2020-06-10
45762,1,65,2020-06-10,2020-06-10 11:05:18,2020-06-10
45763,1,66,2020-06-10,2020-06-10 11:05:18,2020-06-10
45764,1,67,2020-06-10,2020-06-10 11:05:18,2020-06-10
45765,1,68,2020-06-10,2020-06-10 11:05:18,2020-06-10
45766,1,69,2020-06-10,2020-06-10 11:05:18,2020-06-10
45767,1,70,2020-06-10,2020-06-10 11:05:18,2020-06-10
45768,1,71,2020-06-10,2020-06-10 11:05:18,2020-06-10
45769,1,72,2020-06-10,2020-06-10 11:05:18,2020-06-10
45770,1,73,2020-06-10,2020-06-10 11:05:18,2020-06-10
45771,1,74,2020-06-10,2020-06-10 11:05:18,2020-06-10
45772,1,75,2020-06-10,2020-06-10 11:05:18,2020-06-10
45773,1,76,2020-06-10,2020-06-10 11:05:18,2020-06-10
45774,1,77,2020-06-10,2020-06-10 11:05:18,2020-06-10
45775,1,78,2020-06-10,2020-06-10 11:05:18,2020-06-10
45776,1,79,2020-06-10,2020-06-10 11:05:18,2020-06-10
45777,1,80,2020-06-10,2020-06-10 11:05:18,2020-06-10
45778,1,81,2020-06-10,2020-06-10 11:05:18,2020-06-10
45779,1,82,2020-06-10,2020-06-10 11:05:18,2020-06-10
45780,1,83,2020-06-10,2020-06-10 11:05:18,2020-06-10
45781,1,84,2020-06-10,2020-06-10 11:05:18,2020-06-10
45782,1,85,2020-06-10,2020-06-10 11:05:18,2020-06-10
45783,1,86,2020-06-10,2020-06-10 11:05:18,2020-06-10
45784,1,87,2020-06-10,2020-06-10 11:05:18,2020-06-10
45785,1,88,2020-06-10,2020-06-10 11:05:18,2020-06-10
45786,1,89,2020-06-10,2020-06-10 11:05:18,2020-06-10
45787,1,90,2020-06-10,2020-06-10 11:05:18,2020-06-10
45788,1,91,2020-06-10,2020-06-10 11:05:18,2020-06-10
45789,1,92,2020-06-10,2020-06-10 11:05:18,2020-06-10
45790,1,93,2020-06-10,2020-06-10 11:05:18,2020-06-10
45791,1,94,2020-06-10,2020-06-10 11:05:18,2020-06-10
45792,1,95,2020-06-10,2020-06-10 11:05:18,2020-06-10
45793,1,96,2020-06-10,2020-06-10 11:05:18,2020-06-10
45794,1,97,2020-06-10,2020-06-10 11:05:18,2020-06-10
45795,1,98,2020-06-10,2020-06-10 11:05:18,2020-06-10
45796,1,99,2020-06-10,2020-06-10 11:05:18,2020-06-10
45797,1,100,2020-06-10,2020-06-10 11:05:18,2020-06-10
45798,2,1,2020-06-10,2020-06-10 11:05:18,2020-06-10
45799,2,2,2020-06-10,2020-06-10 11:05:18,2020-06-10
45800,2,3,2020-06-10,2020-06-10 11:05:18,2020-06-10
45801,2,4,2020-06-10,2020-06-10 11:05:18,2020-06-10
45802,2,5,2020-06-10,2020-06-10 11:05:18,2020-06-10
45803,2,6,2020-06-10,2020-06-10 11:05:18,2020-06-10
45804,2,7,2020-06-10,2020-06-10 11:05:18,2020-06-10
45805,2,8,2020-06-10,2020-06-10 11:05:18,2020-06-10
45806,2,9,2020-06-10,2020-06-10 11:05:18,2020-06-10
45807,2,10,2020-06-10,2020-06-10 11:05:18,2020-06-10
45808,2,11,2020-06-10,2020-06-10 11:05:18,2020-06-10
45809,2,12,2020-06-10,2020-06-10 11:05:18,2020-06-10
45810,2,13,2020-06-10,2020-06-10 11:05:18,2020-06-10
45811,2,14,2020-06-10,2020-06-10 11:05:18,2020-06-10
45812,2,15,2020-06-10,2020-06-10 11:05:18,2020-06-10
45813,2,16,2020-06-10,2020-06-10 11:05:18,2020-06-10
45814,2,17,2020-06-10,2020-06-10 11:05:18,2020-06-10
45815,2,18,2020-06-10,2020-06-10 11:05:18,2020-06-10
45816,2,19,2020-06-10,2020-06-10 11:05:18,2020-06-10
45817,2,20,2020-06-10,2020-06-10 11:05:18,2020-06-10
45818,2,21,2020-06-10,2020-06-10 11:05:18,2020-06-10
45819,2,22,2020-06-10,2020-06-10 11:05:18,2020-06-10
45820,2,23,2020-06-10,2020-06-10 11:05:18,2020-06-10
45821,2,24,2020-06-10,2020-06-10 11:05:18,2020-06-10
45822,2,25,2020-06-10,2020-06-10 11:05:18,2020-06-10
45823,2,26,2020-06-10,2020-06-10 11:05:18,2020-06-10
45824,2,27,2020-06-10,2020-06-10 11:05:18,2020-06-10
45825,2,28,2020-06-10,2020-06-10 11:05:18,2020-06-10
45826,2,29,2020-06-10,2020-06-10 11:05:18,2020-06-10
45827,2,30,2020-06-10,2020-06-10 11:05:18,2020-06-10
45828,2,31,2020-06-10,2020-06-10 11:05:18,2020-06-10
45829,2,32,2020-06-10,2020-06-10 11:05:18,2020-06-10
45830,2,33,2020-06-10,2020-06-10 11:05:18,2020-06-10
45831,2,34,2020-06-10,2020-06-10 11:05:18,2020-06-10
45832,2,35,2020-06-10,2020-06-10 11:05:18,2020-06-10
45833,2,36,2020-06-10,2020-06-10 11:05:18,2020-06-10
45834,2,37,2020-06-10,2020-06-10 11:05:18,2020-06-10
45835,2,38,2020-06-10,2020-06-10 11:05:18,2020-06-10
45836,2,39,2020-06-10,2020-06-10 11:05:18,2020-06-10
45837,2,40,2020-06-10,2020-06-10 11:05:18,2020-06-10
45838,2,41,2020-06-10,2020-06-10 11:05:18,2020-06-10
45839,2,42,2020-06-10,2020-06-10 11:05:18,2020-06-10
45840,2,43,2020-06-10,2020-06-10 11:05:18,2020-06-10
